num_doc|f_analisis|default|tipo_cliente|trx39|trx102|trx106|trx143|trx158|disp309|CO01END010RO|CO01ACP017CC|CO02EXP011TO|CO02EXP004TO|CO01EXP001CC|CO01EXP003RO|CO02END015CC|CO01END002RO|CO01END086RO|CO01END094RO|CO02NUM086AH|CO02NUM043RO|CO01EXP002AH|CO01NUM002AH|CO01END051RO|CO01ACP011RO|CO02MOR092TO|CO01MOR098RO
127626874134.0|201811|0|adicion|0.8498366|1.2800131e-05|1.1520118e-05|0.08449676|0.014933486499999999|11.0|-2.0|28.0|50.0|1.0|48.0|-2.0|-2.0|-2.0|-3.0|-2.0|100.0|100.0|1.0|2.0|-3.0|0.0|-2.0|-2.0
130768631561.0|201812|0|objetivo|1.1055416|0.0|0.0|0.70755386|0.21333551|8.0|0.15|140.0|85.71|3.0|161.0|7.0|-2.0|5.99|87.8|6.4|57.14|50.0|3.0|4.0|-4.0|0.0|91.81353|-3.0
130957305949.0|201806|0|adicion|2.7826345|4.2240433999999996e-05|5.1200523e-06|1.0460950999999998|1.3125688999999998|8.0|1.73|1.0|71.43|1.0|83.0|63.0|-4.0|0.0|0.0|1.73|28.57|66.67|9.0|2.0|0.0|0.0|100.0|98.54467
131483766853.0|201807|0|adicion|1.6562172|2.5600261e-06|2.5600262e-05|0.5458445|0.033067007|0.0|-1.0|-1.0|50.0|2.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|100.0|-1.0|2.0|2.0|-1.0|-1.0|-1.0|-1.0
149544447925.0|201807|0|adicion|0.0|0.0|0.0|0.0036439025|0.0|8.0|1.14|-1.0|75.0|0.0|-1.0|12.0|-1.0|0.01|70.72|1.15|75.0|80.0|0.0|3.0|1.15|3.0|86.2297|-3.0
149687213185.0|201807|0|adicion|2.7335365|0.0|0.025600262000000002|0.39854077|0.17878683|12.0|-1.0|-2.0|100.0|3.0|14.0|-1.0|0.0|-1.0|-1.0|-1.0|50.0|-1.0|3.0|2.0|-1.0|-1.0|91.81353|-1.0
156021370790.0|201811|0|adicion|0.0|0.0|0.0|0.033718467|0.0|0.0|2.34|-2.0|83.33|0.0|64.0|78.0|-4.0|1.48|83.1|3.97|23.08|76.92|2.0|3.0|8.65|10.0|100.0|100.0
158627851016.0|201810|0|objetivo|0.2763854|0.0|0.0|0.0|0.0021333552|7.0|-1.0|-2.0|83.33|0.0|19.0|-1.0|-4.0|-1.0|-1.0|-1.0|50.0|-1.0|0.0|3.0|-1.0|-1.0|100.0|-1.0
164787831824.0|201811|0|adicion|1.4043583|0.0|0.0|0.0|1.225317|12.0|0.68|10.0|88.89|2.0|73.0|50.0|0.0|2.32|87.34|4.48|33.33|33.33|5.0|3.0|1.91|1.0|100.0|83.86283
170087732172.0|201805|0|adicion|0.7592028000000001|4.9920513e-05|5.5040564000000004e-05|0.2868377|0.02516292|10.0|1.15|59.0|62.5|3.0|93.0|88.0|-2.0|2.9|99.74|3.97|25.0|70.0|8.0|2.0|4.48|3.0|100.0|100.0
172760671212.0|201812|0|objetivo|0.2763854|5.1200523e-06|0.0|0.0|0.03946707|6.0|0.34|95.0|36.36|0.0|100.0|101.0|0.0|2.96|90.45|5.31|36.36|50.0|0.0|4.0|7.9|1.0|100.0|89.22658
185166847173.0|201804|0|adicion|0.2763854|0.0|0.0|0.033718467|0.010166501|0.0|6.82|28.0|72.73|3.0|85.0|57.0|-4.0|13.41|43.86|20.22|27.27|83.33|4.0|3.0|10.84|1.0|100.0|100.0
190366548806.0|201811|0|objetivo|0.2763854|0.0|0.0|0.26152387|0.06777667|8.0|5.59|62.0|75.0|9.0|190.0|9.0|0.0|4.39|34.58|9.98|50.0|90.91|9.0|4.0|6.36|3.0|100.0|48.744488
191586036698.0|201811|0|objetivo|0.37267798|0.0|0.0|0.16823436|0.07466743|6.0|-2.0|-2.0|75.0|6.0|51.0|-2.0|0.0|-2.0|-3.0|-2.0|50.0|100.0|6.0|4.0|-3.0|0.0|100.0|-3.0
191971167832.0|201808|0|adicion|0.9537936|0.0|1.2800131000000001e-06|0.17724885|0.15730508|7.0|0.66|-1.0|66.67|2.0|-1.0|18.0|-1.0|1.9|88.75|2.56|66.67|50.0|8.0|4.0|0.56|0.0|100.0|93.18092
210171189563.0|201812|0|objetivo|0.0|0.0|0.0|0.0|0.0|5.0|-3.0|17.0|66.67|4.0|120.0|38.0|0.0|-4.0|0.0|10.91|22.22|0.0|4.0|2.0|0.0|-2.0|100.0|100.0
213264616047.0|201810|0|adicion|0.5527708|2.3040237e-05|1.2800131e-05|0.0|0.016000165|8.0|0.9|-2.0|100.0|1.0|16.0|16.0|-4.0|0.54|46.96|1.98|33.33|0.0|13.0|3.0|0.35|-2.0|100.0|89.76719
213580771449.0|201811|0|adicion|0.8620066999999999|0.0|0.64000654|0.18233636|0.11306783|7.0|2.41|-1.0|80.0|2.0|-1.0|41.0|-1.0|0.47|23.1|3.84|40.0|77.78|4.0|2.0|0.19|1.0|100.0|100.0
213804664771.0|201811|0|objetivo|0.0|0.051200524000000004|0.0|0.014151077|0.0|8.0|-1.0|-1.0|100.0|0.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|100.0|-1.0|0.0|3.0|-1.0|-1.0|-1.0|-1.0
216501995451.0|201812|0|adicion|0.0|0.0|0.0|0.0|0.0|5.0|-1.0|-2.0|100.0|3.0|10.0|-1.0|-4.0|-1.0|-1.0|-1.0|50.0|-1.0|3.0|2.0|-1.0|-1.0|100.0|-1.0
217115079094.0|201811|1|adicion|0.37267798|0.0|0.0|0.0|0.012800131000000001|11.0|0.01|7.0|100.0|2.0|19.0|2.0|0.0|1.91|-3.0|1.92|28.57|0.0|5.0|2.0|-4.0|-2.0|100.0|-2.0
226070713471.0|201811|0|objetivo|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-2.0|100.0|8.0|33.0|-1.0|-4.0|-1.0|-1.0|-1.0|75.0|-1.0|8.0|3.0|-1.0|-1.0|88.43817|-1.0
231409384731.0|201811|0|adicion|3.3029869|5.1200523e-06|3.8400394e-06|0.8460605|1.072411|6.0|0.38|-2.0|66.67|5.0|27.0|17.0|-4.0|0.0|0.0|0.38|50.0|0.0|16.0|3.0|0.0|-2.0|98.26463000000001|91.56389
232811731515.0|201808|0|adicion|0.5527708|0.0|0.0|0.0|0.12800132|8.0|3.27|62.0|71.43|0.0|172.0|169.0|-2.0|1.1|16.9|9.47|21.43|58.33|3.0|3.0|2.09|4.0|100.0|100.0
244553648865.0|201811|0|adicion|0.0|6.400065599999999e-06|0.0|0.024764387000000002|0.0|12.0|9.72|-1.0|80.0|13.0|-1.0|20.0|-1.0|0.78|11.8|18.43|60.0|71.43|16.0|3.0|0.0|2.0|100.0|95.946045
246270396302.0|201811|0|objetivo|0.0|0.0|0.0|0.0|0.0|8.0|-1.0|81.0|100.0|0.0|129.0|-1.0|-4.0|-1.0|-1.0|-1.0|28.57|-1.0|0.0|2.0|-1.0|-1.0|-3.0|-1.0
250726002262.0|201807|0|adicion|2.321398|2.5600261e-06|0.0|0.6926685|0.61284024|8.0|0.22|33.0|66.67|3.0|93.0|175.0|-4.0|0.71|27.14|1.54|33.33|50.0|19.0|2.0|0.52|1.0|100.0|100.0
252930693177.0|201807|0|adicion|0.43301270000000003|0.0|0.0|0.07048565|0.034888886|6.0|4.46|-1.0|100.0|2.0|-1.0|2.0|-1.0|0.4|0.64|4.86|66.67|0.0|12.0|2.0|-4.0|-2.0|-2.0|-2.0
254185123598.0|201812|0|adicion|0.0|0.0|0.0|0.0|0.0|0.0|10.29|62.0|100.0|0.0|189.0|291.0|-4.0|4.75|30.53|26.37|26.09|73.33|23.0|6.0|19.08|2.0|100.0|100.0
256733351508.0|201809|0|adicion|0.0|0.0|0.0|0.0|0.0|0.0|5.75|1.0|75.0|4.0|90.0|4.0|-4.0|4.75|21.07|10.5|40.0|92.86|12.0|2.0|26.73|6.0|88.43817|62.950203
287230308286.0|201810|0|adicion|4.6368093|1.664017e-05|1.2800131000000001e-06|0.7133883000000001|0.6266058000000001|0.0|1.77|-1.0|75.0|8.0|-1.0|40.0|-1.0|3.1|80.32|8.32|50.0|33.33|13.0|2.0|0.04|1.0|100.0|100.0
294817980329.0|201805|0|adicion|0.0|0.0|0.0|0.15145409|0.0|10.0|0.02|3.0|100.0|2.0|33.0|42.0|-2.0|7.0|81.57|9.82|40.0|40.0|2.0|2.0|4.68|0.0|100.0|100.0
296406319718.0|201812|0|adicion|0.0|0.0|0.0|0.0|0.0|0.0|0.06|-1.0|100.0|3.0|-1.0|3.0|-1.0|1.22|24.77|1.28|66.67|0.0|10.0|2.0|-4.0|-2.0|-2.0|-2.0
296696813219.0|201811|0|objetivo|0.2763854|0.0|0.0|0.09198200000000001|0.027733617000000002|8.0|0.38|-1.0|100.0|6.0|-1.0|6.0|-1.0|0.13|41.08|0.51|50.0|0.0|19.0|1.0|-4.0|-2.0|-3.0|-2.0
302277546824.0|201801|0|adicion|0.0|0.0|1.3555333e-06|0.0|0.0|0.0|0.0|7.0|83.33|0.0|113.0|20.0|0.0|2.2|94.65|2.58|25.0|50.0|4.0|3.0|4.08|0.0|100.0|95.946045
307593230937.0|201810|0|objetivo|0.0|0.0|0.19200197|0.0|0.0|7.0|4.24|-2.0|125.0|0.0|38.0|8.0|-4.0|0.07|2.56|4.31|20.0|0.0|2.0|1.0|-4.0|-2.0|100.0|-3.0
310013229697.0|201804|0|adicion|0.0|0.12800132|0.0|0.035377696|0.0|10.0|0.59|11.0|80.0|0.0|33.0|4.0|-2.0|1.97|76.58|2.56|40.0|0.0|0.0|2.0|-4.0|-2.0|-3.0|-2.0
314165503947.0|201805|0|adicion|0.49300665|8.960091999999999e-06|1.2800131000000001e-06|0.25466454|0.13536134|11.0|9.39|-2.0|85.71|6.0|19.0|58.0|-4.0|0.0|36.41|12.8|37.5|25.0|10.0|3.0|0.0|0.0|100.0|100.0
321620000944.0|201809|0|adicion|0.0|0.0|0.0|0.48442197|0.0|0.0|3.44|-2.0|62.5|9.0|68.0|41.0|-4.0|2.96|46.27|6.4|50.0|83.33|9.0|4.0|6.45|1.0|100.0|100.0
354988127514.0|201811|0|adicion|3.067527|0.0|1.2800131000000001e-06|0.9464665999999999|1.4861089|0.0|-3.0|2.0|66.67|11.0|45.0|52.0|-4.0|1.44|111.13|1.28|33.33|0.0|11.0|3.0|1.62|-2.0|0.0|86.03566
355633875413.0|201811|0|objetivo|0.0|0.0|0.0|0.0|0.0|0.0|4.86|166.0|50.0|0.0|189.0|76.0|-4.0|0.45|7.31|7.23|22.22|66.67|2.0|4.0|23.15|0.0|100.0|100.0
361864333443.0|201803|0|adicion|0.0|0.0025600262|0.0|0.018396400000000004|0.0|12.0|1.99|-2.0|66.67|9.0|24.0|64.0|-4.0|2.1|46.38|7.04|50.0|33.33|9.0|3.0|3.42|0.0|100.0|100.0
370123081724.0|201808|0|adicion|0.2763854|5.1200523e-06|1.5360157999999997e-05|0.17420843|0.05333388|11.0|0.91|19.0|100.0|7.0|25.0|23.0|-4.0|0.24|40.21|1.15|50.0|80.0|7.0|3.0|0.53|3.0|100.0|42.935368
372002685206.0|201811|0|adicion|0.74535596|1.2800131000000001e-06|0.0|0.39626893|0.32960337|8.0|0.44|3.0|85.71|3.0|252.0|26.0|-4.0|3.91|83.13|6.66|35.71|72.73|8.0|5.0|5.92|0.0|100.0|100.0
380086537009.0|201809|0|adicion|0.0|0.0|0.0|0.0|0.0|0.0|36.63|47.0|40.0|1.0|148.0|120.0|-4.0|0.99|4.58|76.61|40.0|73.68|1.0|4.0|11.36|0.0|100.0|100.0
381207724648.0|201812|0|adicion|2.081666|0.0|0.0|0.23274031|0.28819177|7.0|0.95|-2.0|88.89|1.0|24.0|36.0|-4.0|1.37|40.01|3.46|22.22|20.0|19.0|2.0|1.17|0.0|100.0|100.0
381556474167.0|201801|0|adicion|3.981729|9.488733999999999e-06|0.0|0.80313534|1.2843679|6.0|1.29|16.0|80.0|2.0|32.0|45.0|-2.0|1.42|40.82|2.71|40.0|88.89|8.0|2.0|0.02|2.0|100.0|100.0
383949091240.0|201805|0|adicion|1.0274024|0.0|3.2000327e-05|0.23865359|0.14690599999999998|12.0|-1.0|-1.0|100.0|3.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|75.0|-1.0|3.0|3.0|-1.0|-1.0|-3.0|-1.0
384362585924.0|201803|0|adicion|1.4337208000000001|0.0025600262|0.0|0.34334615|0.11476383|6.0|0.44|-2.0|100.0|6.0|25.0|7.0|-4.0|0.33|79.03|0.77|28.57|0.0|7.0|2.0|-4.0|-2.0|100.0|-2.0
388920515255.0|201802|0|adicion|0.2763854|0.0|0.0|0.0|0.0022592223|8.0|0.33|-2.0|100.0|5.0|5.0|34.0|0.0|1.15|104.92|1.68|28.57|50.0|9.0|2.0|3.2|2.0|100.0|94.62651
393334031181.0|201803|0|adicion|0.59511906|0.12800132|0.0|0.07075539|0.042667105999999996|8.0|-2.0|104.0|66.67|0.0|170.0|-2.0|0.0|-2.0|-3.0|-2.0|50.0|100.0|4.0|3.0|-3.0|0.0|5.8059874|-2.0
406092122086.0|201803|0|adicion|0.7592028000000001|0.0|0.0|0.36161940000000004|0.19170326|10.0|-3.0|-2.0|150.0|0.0|15.0|22.0|-4.0|0.53|108.55|0.51|20.0|0.0|8.0|2.0|0.28|-2.0|100.0|98.1858
406576811448.0|201808|0|adicion|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|98.0|50.0|0.0|157.0|-2.0|-4.0|-2.0|19.95|-2.0|36.36|100.0|17.0|4.0|3.91|3.0|100.0|-3.0
421117583061.0|201806|0|adicion|0.2763854|0.0|0.0|0.007492993000000001|0.0022592223|8.0|3.68|72.0|66.67|0.0|202.0|169.0|-4.0|2.72|31.95|6.4|50.0|94.12|0.0|3.0|1.36|1.0|100.0|100.0
427520677621.0|201808|0|adicion|1.1055416|0.0|0.0|0.0|0.21333551|5.0|1.38|-2.0|88.89|0.0|15.0|0.0|-4.0|0.66|-3.0|2.05|33.33|0.0|5.0|3.0|-4.0|-2.0|94.194016|-2.0
433594596361.0|201805|0|adicion|0.5527708|0.0|1.2800131000000001e-06|0.035377696|0.010666776000000001|7.0|-2.0|-2.0|120.0|1.0|24.0|-2.0|0.0|-2.0|-3.0|-2.0|33.33|100.0|1.0|2.0|-3.0|1.0|100.0|-3.0
437554550939.0|201808|0|adicion|0.6454972|2.6880276e-05|2.6880276e-05|0.3471283|0.10818774|8.0|2.51|-2.0|80.0|6.0|23.0|31.0|-4.0|6.8|69.04|15.23|20.0|70.59|14.0|2.0|17.1|1.0|100.0|89.22658
438181278226.0|201811|0|objetivo|0.74535596|0.0|0.0|0.0|0.13333470000000003|5.0|0.36|35.0|100.0|2.0|162.0|2.0|-2.0|38.04|100.0|38.4|40.0|0.0|9.0|4.0|-4.0|-2.0|100.0|-2.0
446998285356.0|201805|0|adicion|0.2763854|0.0|0.0|0.0|0.016944168|0.0|1.37|-1.0|66.67|4.0|-1.0|7.0|-1.0|6.88|55.31|8.24|66.67|66.67|4.0|2.0|1.17|2.0|-3.0|-3.0
447756429327.0|201806|0|adicion|0.0|0.0|0.0|0.70755386|0.0|0.0|0.72|-2.0|70.0|4.0|42.0|125.0|0.0|0.29|50.7|1.54|30.0|0.0|4.0|3.0|0.0|-2.0|100.0|100.0
451582916110.0|201810|0|adicion|1.0274024|0.0|0.0|0.11452760000000001|0.05333388|0.0|0.28|-1.0|100.0|0.0|-1.0|13.0|-1.0|1.13|69.94|1.41|40.0|50.0|13.0|2.0|1.57|1.0|89.16856|-3.0
454035518517.0|201802|0|adicion|5.604438|0.0|1.3555333e-06|0.9768205|0.5358379|10.0|-1.0|-1.0|100.0|3.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|100.0|-1.0|3.0|2.0|-1.0|-1.0|-1.0|-1.0
456948751762.0|201808|0|adicion|0.0|0.0|0.0|0.0024764383999999998|0.0|10.0|2.11|-1.0|75.0|3.0|-1.0|6.0|-1.0|0.19|22.89|3.97|50.0|0.0|4.0|2.0|-4.0|-2.0|-3.0|-2.0
459326452903.0|201808|0|adicion|0.37267798|2.5600261e-06|2.5600261e-06|0.5717432|0.07466743|5.0|-2.0|-1.0|50.0|6.0|-1.0|-2.0|-1.0|-2.0|-3.0|-2.0|100.0|100.0|6.0|2.0|-3.0|0.0|-3.0|-3.0
482926227579.0|201812|0|adicion|0.0|0.0|0.0|0.011470628|0.0|5.0|-1.0|7.0|83.33|13.0|46.0|-1.0|-4.0|-1.0|-1.0|-1.0|33.33|-1.0|13.0|2.0|-1.0|-1.0|100.0|-1.0
493449871028.0|201812|0|adicion|0.0|0.0|0.0|0.0|0.0|7.0|0.08|58.0|66.67|3.0|72.0|25.0|0.0|0.69|81.33|0.77|55.56|80.0|5.0|5.0|0.85|1.0|100.0|85.90261
495397156203.0|201810|0|objetivo|1.440968|2.9440302000000002e-05|1.7920183e-05|0.0|0.325966|7.0|-2.0|-2.0|66.67|0.0|18.0|-2.0|-4.0|-2.0|-3.0|-2.0|33.33|100.0|14.0|2.0|0.3|1.0|100.0|-3.0
498391469534.0|201812|0|objetivo|0.8498366|0.038400393|0.0|0.6607274000000001|0.069334045|7.0|4.23|-2.0|58.33|1.0|116.0|105.0|-4.0|4.43|56.53|9.02|33.33|42.86|1.0|4.0|15.55|0.0|100.0|100.0
499324706319.0|201802|0|adicion|2.0999339|2.0480209e-05|2.9821735e-05|0.94842076|0.35826913|8.0|-1.0|-1.0|66.67|7.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|100.0|-1.0|7.0|3.0|-1.0|-1.0|-1.0|-1.0
529869845475.0|201812|0|objetivo|0.5527708|0.0|2.5600261e-06|0.0|0.07040072|8.0|0.46|3.0|75.0|0.0|81.0|26.0|100.0|1.96|57.74|2.42|62.5|50.0|0.0|5.0|2.19|0.0|0.0|100.0
530044848029.0|201809|0|adicion|0.0|0.0|0.0|0.0|0.0|7.0|5.73|-1.0|66.67|10.0|-1.0|10.0|-1.0|0.67|3.11|6.4|50.0|66.67|14.0|3.0|7.04|2.0|100.0|100.0
542075487963.0|201811|0|adicion|0.0|0.0|0.0|0.0|0.0|0.0|0.01|4.0|75.0|5.0|51.0|5.0|-4.0|4.6|106.2|4.61|50.0|0.0|19.0|4.0|-4.0|-2.0|100.0|-2.0
542406301039.0|201809|0|adicion|0.0|0.72960746|0.0|0.44929670000000005|0.0|11.0|2.69|64.0|100.0|1.0|70.0|11.0|-2.0|0.0|17.97|3.2|60.0|60.0|1.0|3.0|4.86|3.0|-3.0|-3.0
549484310680.0|201806|0|adicion|1.6996732|0.0|0.012800131000000001|0.21844505|0.06952284|7.0|-3.0|0.0|100.0|0.0|17.0|13.0|-4.0|1.25|91.52|1.15|40.0|0.0|9.0|2.0|0.95|-2.0|98.26463000000001|-3.0
555386735916.0|201810|0|adicion|0.0|0.038400393|0.0|0.021226615|0.0|0.0|10.35|43.0|66.67|0.0|64.0|12.0|-2.0|8.85|54.11|19.2|50.0|75.0|0.0|3.0|0.12|2.0|100.0|-3.0
556031447047.0|201812|0|adicion|1.3819270000000001|0.0002662427|0.00021376218999999996|0.0|0.11200115|8.0|-1.0|16.0|60.0|2.0|86.0|-1.0|-2.0|-1.0|-1.0|-1.0|100.0|-1.0|2.0|5.0|-1.0|-1.0|-3.0|-1.0
563654630108.0|201805|0|adicion|0.2763854|0.0|0.0|0.0813687|0.022592222000000002|0.0|2.8|-1.0|75.0|3.0|-1.0|29.0|-1.0|8.47|3.7|20.48|50.0|0.0|3.0|2.0|0.28|-2.0|100.0|100.0
565595177974.0|201811|0|adicion|0.2763854|0.0|1.2800131000000001e-06|0.0054393443|0.0021333552|5.0|-2.0|18.0|100.0|5.0|27.0|-2.0|-2.0|-2.0|-3.0|-2.0|40.0|100.0|8.0|2.0|3.01|1.0|100.0|55.88176
568418245139.0|201810|0|adicion|2.838231|0.0|3.8400394e-06|0.1562257|0.09600098|0.0|0.17|8.0|100.0|3.0|16.0|15.0|-4.0|0.86|26.5|1.02|40.0|50.0|3.0|2.0|0.37|1.0|56.575302|-3.0
582141452567.0|201812|0|objetivo|0.2763854|0.0|0.0|0.33935308|0.03200033|8.0|0.29|14.0|100.0|2.0|29.0|31.0|-4.0|1.09|62.98|1.92|25.0|0.0|4.0|2.0|0.78|-2.0|100.0|97.76025
589669823747.0|201811|1|objetivo|0.0|0.0|0.0|0.0|0.0|7.0|0.65|-2.0|100.0|3.0|4.0|21.0|-4.0|0.72|57.84|1.92|-1.0|0.0|-1.0|-1.0|1.5|-2.0|100.0|97.12486
593727842477.0|201811|0|objetivo|0.2763854|2.5600261e-06|2.5600261e-06|0.007075538399999999|0.0032000327|7.0|2.76|13.0|76.92|4.0|70.0|122.0|0.0|3.34|48.86|8.32|28.57|73.68|4.0|4.0|8.07|2.0|100.0|100.0
600800945947.0|201811|0|adicion|0.49300665|0.0|0.0|0.051764093|0.038400393|7.0|1.35|-2.0|90.0|5.0|33.0|56.0|-4.0|0.95|41.16|2.69|18.18|50.0|7.0|2.0|3.81|0.0|100.0|89.76719
611549981092.0|201812|0|objetivo|4.348531200000001|3.8400394e-06|1.1520118e-05|0.59266573|0.70885944|8.0|1.8|8.0|80.0|0.0|98.0|37.0|0.0|1.52|42.49|3.46|33.33|0.0|12.0|5.0|2.43|-2.0|100.0|100.0
613755917261.0|201812|0|adicion|0.0|0.0|0.0|0.039394934|0.0|12.0|0.29|-2.0|83.33|4.0|37.0|25.0|-4.0|3.78|55.24|6.4|50.0|0.0|14.0|3.0|0.86|-2.0|100.0|100.0
619843504311.0|201811|0|adicion|0.0|0.0|0.0|0.007959981|0.0|8.0|0.5|-1.0|40.0|1.0|-1.0|60.0|-1.0|1.3|67.14|1.79|60.0|50.0|1.0|3.0|1.19|1.0|100.0|-3.0
626461588357.0|201810|0|objetivo|0.37267798|0.0|0.0|0.0|0.02666694|0.0|-1.0|11.0|100.0|0.0|22.0|-1.0|-4.0|-1.0|-1.0|-1.0|60.0|-1.0|0.0|3.0|-1.0|-1.0|36.257126|-1.0
629574779250.0|201802|0|adicion|1.3819270000000001|7.424076e-05|0.00010302054|1.2304318|0.2108501|0.0|-1.0|-1.0|100.0|5.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|100.0|-1.0|5.0|2.0|-1.0|-1.0|-1.0|-1.0
645977050131.0|201812|0|adicion|0.7637626000000001|2.5600261e-06|1.4080144e-05|0.57010573|0.16106832|0.0|0.68|-2.0|57.14|8.0|84.0|8.0|0.0|3.16|54.61|3.84|57.14|83.33|10.0|4.0|5.31|3.0|100.0|-3.0
649339988363.0|201809|0|adicion|1.5877132|0.0|6.400065599999999e-06|0.0|0.23386051|8.0|1.08|-2.0|84.62|0.0|57.0|14.0|-4.0|3.93|59.04|7.68|30.77|58.33|18.0|4.0|2.33|0.0|100.0|-3.0
654324849353.0|201809|0|adicion|0.2763854|0.0|0.0|0.11818479999999999|0.0053333880000000005|11.0|-1.0|-1.0|100.0|3.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|100.0|-1.0|3.0|2.0|-1.0|-1.0|-1.0|-1.0
656810334112.0|201812|0|adicion|2.0999339|0.0|0.0|0.5964756999999999|0.5707641999999999|10.0|0.23|10.0|60.0|1.0|63.0|72.0|-4.0|0.98|72.96|1.28|40.0|66.67|25.0|2.0|1.08|0.0|100.0|100.0
661154114157.0|201812|0|objetivo|1.0897248|2.5600261e-06|1.2800131e-05|0.024764387000000002|0.040533748|7.0|-1.0|-1.0|75.0|6.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|100.0|-1.0|6.0|4.0|-1.0|-1.0|-1.0|-1.0
663969617705.0|201812|0|adicion|0.0|0.0|0.0|0.0|0.0|0.0|1.48|-2.0|44.44|12.0|114.0|64.0|-4.0|1.69|54.61|3.58|33.33|80.0|12.0|3.0|1.67|4.0|100.0|100.0
690430512653.0|201812|0|adicion|0.37267798|1.2800131000000001e-06|0.0|0.0|0.08213417|8.0|-1.0|-2.0|80.0|3.0|48.0|-1.0|0.0|-1.0|-1.0|-1.0|40.0|-1.0|3.0|2.0|-1.0|-1.0|100.0|-1.0
691159298799.0|201812|0|adicion|0.0|0.0|0.0|0.0|0.0|0.0|1.56|7.0|69.23|0.0|54.0|53.0|-4.0|2.32|42.63|8.64|23.08|12.5|16.0|3.0|5.97|0.0|100.0|100.0
